1	0.144000	0.009000	0.076000	0.0
1	0.134000	0.009000	0.078000	0.0
1	0.141000	0.009000	0.077000	0.0
1	0.147000	0.010000	0.077000	0.0
1	0.141000	0.009000	0.076000	0.0
1	0.140000	0.009000	0.077000	0.0
1	0.137000	0.009000	0.076000	0.0
1	0.141000	0.011000	0.076000	0.0
1	0.131000	0.009000	0.076000	0.0
1	0.137000	0.010000	0.076000	0.0
1	0.139000	0.009000	0.076000	0.0
2	0.356000	0.029000	0.059000	0.031000
2	0.356000	0.030000	0.058000	0.031000
2	0.355000	0.029000	0.058000	0.032000
2	0.358000	0.030000	0.058000	0.032000
2	0.353000	0.029000	0.059000	0.031000
2	0.358000	0.029000	0.058000	0.032000
2	0.353000	0.030000	0.059000	0.031000
2	0.357000	0.031000	0.056000	0.033000
2	0.358000	0.030000	0.057000	0.033000
2	0.356000	0.029000	0.058000	0.031000
2	0.353000	0.029000	0.058000	0.032000
3	0.321000	0.032000	0.051000	0.060000
3	0.329000	0.033000	0.051000	0.057000
3	0.324000	0.033000	0.050000	0.061000
3	0.324000	0.032000	0.052000	0.062000
3	0.328000	0.032000	0.051000	0.058000
3	0.324000	0.032000	0.052000	0.058000
3	0.329000	0.033000	0.054000	0.054000
3	0.329000	0.032000	0.056000	0.056000
3	0.323000	0.032000	0.051000	0.060000
3	0.326000	0.032000	0.057000	0.060000
3	0.320000	0.033000	0.055000	0.055000
4	0.306000	0.034000	0.050000	0.058000
4	0.306000	0.034000	0.049000	0.058000
4	0.311000	0.033000	0.050000	0.058000
4	0.309000	0.035000	0.051000	0.057000
4	0.308000	0.035000	0.050000	0.059000
4	0.311000	0.034000	0.048000	0.062000
4	0.310000	0.034000	0.049000	0.060000
4	0.309000	0.042000	0.051000	0.057000
4	0.313000	0.034000	0.049000	0.060000
4	0.308000	0.034000	0.047000	0.063000
4	0.311000	0.034000	0.053000	0.059000
5	0.302000	0.037000	0.048000	0.082000
5	0.307000	0.038000	0.049000	0.080000
5	0.307000	0.036000	0.049000	0.080000
5	0.300000	0.038000	0.049000	0.081000
5	0.305000	0.036000	0.050000	0.082000
5	0.302000	0.037000	0.051000	0.080000
5	0.298000	0.037000	0.049000	0.081000
5	0.301000	0.038000	0.049000	0.080000
5	0.304000	0.037000	0.048000	0.083000
5	0.299000	0.036000	0.049000	0.081000
5	0.300000	0.037000	0.050000	0.081000
6	0.294000	0.042000	0.049000	0.084000
6	0.305000	0.041000	0.053000	0.081000
6	0.300000	0.041000	0.052000	0.081000
6	0.301000	0.042000	0.053000	0.080000
6	0.299000	0.041000	0.049000	0.080000
6	0.295000	0.042000	0.050000	0.082000
6	0.303000	0.041000	0.053000	0.079000
6	0.296000	0.041000	0.052000	0.081000
6	0.298000	0.042000	0.053000	0.079000
6	0.298000	0.041000	0.052000	0.079000
6	0.299000	0.040000	0.051000	0.081000
