71.4	400.1	17.5	150.2
71.4	391.2	17.5	153.1
71.6	391.5	17.6	150.2
71.6	384.6	16.6	151.4
71.7	389.5	16.2	151.0
71.7	385.4	17.7	151.2
71.6	385.5	17.3	150.9
71.4	381.3	17.3	151.3
71.6	382.4	17.8	152.8
71.3	385.2	16.5	157.0
