1	12.156000	0.144000	7.778000	0.0
1	12.399000	0.143000	7.685000	0.0
1	11.612000	0.145000	7.624000	0.0
1	11.491000	0.143000	7.496000	0.0
1	11.495000	0.143000	7.827000	0.0
1	11.518000	0.141000	7.751000	0.0
1	11.504000	0.142000	7.637000	0.0
1	11.551000	0.143000	7.793000	0.0
1	11.472000	0.142000	7.647000	0.0
1	11.600000	0.143000	7.612000	0.0
1	11.720000	0.142000	7.643000	0.0
2		3.76417989	12.50236338	.38017352
2		3.60314730	12.19359522	.37807660
2		3.59729068	14.48160133	.37872217
2		3.59787135	12.16711584	.37843181
2		3.64634375	12.28007553	.37736506
2		3.64614606	12.22688089	.37633085
2		3.60643170	12.27689289	.37755408
2		3.64472635	12.98393078	.37903183
2		3.59374003	12.57350632	.37790100
2		3.66879815	12.51912917	.38076105
2		3.67780850	12.31778059	.37162847
3		3.72917058	9.60979187	.78280686
3		3.74694686	11.25400989	.78742967
3		3.67311477	9.86268270	.80555595
3		3.72758122	11.18123059	.78938691
3		3.72682653	9.91327783	.78539435
3		3.74548318	11.05839175	.78792101
3		3.68106423	9.69499237	.80303939
3		3.63948756	9.84055409	.78505792
3		3.64426627	9.89258310	.79411336
3		3.60087535	9.95598197	.78766311
3		3.73320380	9.92331257	.79284941
4		3.71501884	9.43940628	.84822216
4		3.74254649	8.66404140	.84802546
4		3.70568580	8.72207931	.84660938
4		3.68794884	8.63055002	.84799203
4		3.78561350	8.67515468	.84235990
4		3.78918382	9.23705041	.84773002
4		3.68070209	8.59944772	.84236171
4		3.68153451	8.64993721	.85407178
4		3.68939485	8.70271437	.84599983
4		3.73603685	9.25346378	.84462522
4		3.69789349	8.63742773	.97889332
5		3.74275141	8.92578445	1.26735247
5		3.68598605	8.19812804	1.39607704
5		3.68881264	8.87727475	1.26869805
5		3.71600543	8.04530346	1.27667018
5		3.67369713	8.21767948	1.26650354
5		3.68864772	8.29549389	1.26568174
5		3.66958558	8.56091207	1.27131973
5		3.69530140	8.91629738	1.27135711
5		3.62419318	8.45688787	1.26219010
5		3.59130601	8.90570973	1.27250553
5		3.62691168	8.01373956	1.26861080
6		3.59608254	8.30423584	1.33906009
6		3.68243960	8.50031223	1.32734847
6		3.60986876	8.07263070	1.32536615
6		3.68796020	8.18105331	1.33327142
6		3.68448766	8.02088682	1.34798157
6		3.72115872	8.42371815	1.32450778
6		3.74684466	8.03463226	1.34076878
6		3.67967520	8.28476234	1.33179050
6		3.61156927	7.94994743	1.34120243
6		3.60617439	8.36219209	1.33399582
6		3.64389847	7.94756390	1.34517938
