1	3.210000	0.180000	2.789000	0.0
1	3.457000	0.179000	2.758000	0.0
1	3.161000	0.180000	2.777000	0.0
1	3.150000	0.179000	2.768000	0.0
1	3.208000	0.178000	2.766000	0.0
1	3.142000	0.186000	2.771000	0.0
1	3.139000	0.181000	2.771000	0.0
1	3.252000	0.187000	2.769000	0.0
1	3.191000	0.177000	2.740000	0.0
1	3.493000	0.179000	2.728000	0.0
1	3.525000	0.180000	2.718000	0.0
2		1.22535798	4.14159167	.62666783
2		1.24390851	4.03803831	.62733652
2		1.21897893	4.12410231	.62555360
2		1.22422656	4.01153731	.62675858
2		1.24208519	4.13734575	.61527266
2		1.22368791	4.14206583	.62523312
2		1.25148380	4.02191886	.62578402
2		1.23020468	4.08455333	.62934730
2		1.19875531	4.17914038	.62690209
2		1.20925918	3.99937781	.61639606
2		1.21922569	3.95990384	.62892966
3		1.22525302	3.39450960	1.19976431
3		1.22927932	3.30415124	1.20240598
3		1.20337469	3.33672526	1.20573888
3		1.19734413	3.68620998	1.21359447
3		1.20562974	3.32730572	1.20595003
3		1.20006915	3.88608951	1.21340893
3		1.20742357	3.36515759	1.20328593
3		1.20104552	3.32089237	1.21812890
3		1.20781453	3.36779086	1.21540744
3		1.21153216	3.28434320	1.21043190
3		1.23467582	3.28156792	1.20623681
4		1.24604929	3.01709091	1.31326901
4		1.19981531	3.23913585	1.31903140
4		1.20327274	3.04619023	1.46081231
4		1.20040028	3.05605484	1.31995526
4		1.20995640	3.32686117	1.31554539
4		1.20239527	3.33762299	1.32324407
4		1.23643767	3.20431153	1.31975668
4		1.24963193	3.10096068	1.31366757
4		1.25071734	3.10241555	1.31695439
4		1.22065601	3.28383531	1.31232064
4		1.21908450	3.46435828	1.31533639
5		1.22718275	2.98097566	1.76664260
5		1.24114226	2.81771735	1.78071139
5		1.22681345	2.93537323	1.77974915
5		1.22333459	3.16383487	1.76768462
5		1.20957538	3.03606288	1.76408030
5		1.22247829	3.12708181	1.77048535
5		1.24995961	2.81777529	1.76988909
5		1.20990735	3.11641373	1.76770348
5		1.24087117	3.07790690	1.76948006
5		1.20974507	2.81726085	1.77196177
5		1.24171146	3.16805128	1.78311706
6		1.20820594	2.95212196	1.89898167
6		1.22617319	3.01574172	1.88782477
6		1.20716468	2.89691705	1.88736001
6		1.22918512	2.81058857	1.89057659
6		1.20077705	2.97553527	1.88252330
6		1.20950803	2.87620921	1.89118797
6		1.24884874	2.93029370	1.89285727
6		1.22203380	2.87106801	1.88884480
6		1.23186900	2.73864905	1.88973660
6		1.24083360	2.93540826	1.89444294
6		1.22444331	2.72118559	1.89369517
